carat,cut,color,clarity,price
0.55,Ideal,G,VS2,1662.0
0.56,Ideal,G,VS2,1662.0
0.52,Ideal,F,VS2,1662.0
,Ideal,G,VS1,1662.0
0.52,Ideal,G,VS1,1662.0
0.51,Ideal,G,VS1,1662.0
0.51,Premium,G,VS1,1662.0
0.51,Premium,E,VS2,1662.0
,Ideal,E,VS2,1662.0
0.51,Premium,E,VS2,1662.0
0.51,Ideal,,VS2,1662.0
0.51,,E,VS2,1662.0
0.51,Ideal,E,VS2,1662.0
0.51,Premium,E,VS2,1662.0
0.51,Very Good,,VS2,1662.0
0.51,Ideal,E,VS2,1662.0
0.51,Very Good,E,VS2,1662.0
0.51,Very Good,E,VS2,1662.0
0.31,Very Good,G,SI2,523.0
0.31,Premium,F,SI2,523.0
0.3,Very Good,D,SI1,524.0
0.3,Ideal,D,SI1,524.0
0.3,Ideal,D,SI1,524.0
,Ideal,D,SI1,524.0
0.3,Ideal,,SI1,524.0
0.3,Ideal,D,SI1,524.0
,Ideal,D,SI1,524.0
0.26,Good,F,VVS1,524.0
0.3,Premium,F,VS2,524.0
0.3,Very Good,F,VS2,524.0
0.3,Ideal,G,,524.0
0.3,Ideal,G,VS1,524.0
0.32,Ideal,H,VS1,524.0
0.32,Very Good,G,VS2,524.0
0.32,Very Good,G,VS2,524.0
0.32,Premium,H,VS1,524.0
0.32,Ideal,G,VS2,524.0
0.32,Good,E,SI1,524.0
0.32,Ideal,G,VS2,524.0
0.32,Very Good,E,SI1,524.0
0.3,Very Good,F,VS2,524.0
0.3,Very Good,F,VS2,524.0
0.32,Good,E,SI1,524.0
0.32,Good,E,SI1,524.0
0.32,Good,E,SI1,524.0
0.32,Ideal,H,VS1,524.0
0.32,,E,SI1,524.0
0.32,Ideal,G,VS2,524.0
0.51,Very Good,,VS2,1662.0
0.51,Good,E,VS2,1662.0
0.51,Ideal,E,VS2,1662.0
0.51,Premium,E,VS2,1662.0
0.51,Good,E,VS2,1662.0
0.51,Good,E,VS2,1662.0
0.51,Premium,E,VS2,1662.0
0.67,Ideal,G,SI1,1662.0
0.51,Ideal,G,VS1,1662.0
0.57,,G,SI1,1662.0
0.7,Premium,F,SI2,1662.0
0.72,Good,J,SI1,1663.0
0.52,Very Good,H,VVS1,1664.0
0.52,Very Good,D,VS2,1664.0
0.52,Very Good,D,VS2,1664.0
0.53,Very Good,G,VS1,1664.0
0.59,Ideal,E,SI1,1664.0
0.59,Very Good,G,VS2,1664.0
0.59,Very Good,E,SI1,1664.0
0.59,Ideal,G,VS2,1664.0
0.59,Ideal,E,SI1,1664.0
0.59,Premium,E,SI1,1664.0
0.55,Premium,E,VS2,1664.0
0.56,Ideal,F,VS2,1664.0
0.52,Ideal,D,VS2,1664.0
0.56,Ideal,D,SI1,1664.0
0.67,Good,D,SI2,1664.0
0.55,Premium,E,VS2,1664.0
0.55,Ideal,H,VS2,1664.0
0.52,Very Good,E,VS2,1665.0
0.54,Very Good,G,VS1,1665.0
0.5,Very Good,E,VS1,1665.0
0.64,Very Good,G,SI1,1665.0
0.52,Ideal,H,VS1,1665.0
0.4,Ideal,D,VVS1,1665.0
0.55,Ideal,E,VS2,1665.0
0.57,,I,VS1,1665.0
0.52,Ideal,G,VS1,1665.0
0.5,Ideal,E,VS1,1665.0
0.53,Ideal,G,SI1,1665.0
0.51,Good,D,VS2,1665.0
0.5,Good,G,VVS2,1666.0
0.58,Ideal,F,VS2,1666.0
0.7,Premium,J,SI1,1666.0
0.7,Very Good,I,VS2,1666.0
0.7,Very Good,J,SI1,1666.0
0.72,Very Good,,SI1,1666.0
0.5,Ideal,H,SI1,1666.0
0.5,,H,SI1,1666.0
0.5,Premium,F,VS1,1666.0
0.5,Premium,F,VS1,1666.0
0.68,Premium,H,SI1,1666.0
0.58,Very Good,F,VS2,1667.0
0.55,Ideal,E,VS2,1667.0
0.55,Ideal,E,VS2,1667.0
0.55,Very Good,G,VS1,1667.0
0.55,Ideal,G,VS1,1667.0
0.72,Premium,J,,1667.0
0.54,Premium,F,VS2,1667.0
0.54,Premium,D,SI1,1667.0
0.54,Very Good,D,SI1,1667.0
0.54,Premium,F,VS2,1667.0
0.63,Premium,I,VS1,1667.0
0.51,,H,VVS1,1668.0
0.51,,G,VS1,1668.0
0.55,Ideal,H,VVS2,1668.0
0.55,Ideal,H,VVS2,1668.0
0.55,Ideal,H,VVS2,1668.0
0.55,Ideal,H,VVS2,1668.0
0.51,Good,D,VS2,1668.0
0.51,Very Good,D,VS2,1668.0
0.51,Good,,VS2,1668.0
0.52,Premium,E,VS1,1668.0
0.51,Good,D,VS2,1668.0
,Ideal,E,VS1,1668.0
0.52,Ideal,E,VS1,1668.0
0.51,Ideal,H,VS1,1668.0
0.51,Ideal,H,,1668.0
0.51,Ideal,G,VS1,1668.0
0.51,Ideal,G,VS1,1668.0
,Ideal,G,VS1,1668.0
0.61,Good,G,VS2,1668.0
,Premium,G,VS2,1668.0
0.55,Ideal,E,SI1,1668.0
0.55,Ideal,E,SI1,1668.0
0.55,Ideal,E,SI1,1668.0
0.55,Ideal,E,SI1,1668.0
0.55,Premium,E,SI1,1668.0
0.55,Premium,E,SI1,1668.0
0.55,Ideal,E,SI1,1668.0
0.55,Ideal,E,SI1,1668.0
0.55,Ideal,E,SI1,1668.0
0.51,Fair,D,VS2,1668.0
0.55,Very Good,E,VS2,1669.0
,Ideal,H,VVS2,1669.0
0.54,Ideal,F,SI1,1669.0
0.54,Ideal,I,IF,1669.0
0.6,Very Good,F,SI1,1670.0
0.58,Ideal,E,VS2,1670.0
0.57,Ideal,E,SI1,1670.0
0.52,Very Good,,VS2,1670.0
0.5,Very Good,D,VS1,1671.0
,Ideal,H,VS1,1671.0
0.59,Ideal,D,SI1,1671.0
0.51,Very Good,E,VS2,1671.0
0.57,Premium,E,VS2,1672.0
0.54,Ideal,D,VS2,1672.0
0.7,Fair,J,VS2,1672.0
0.7,Very Good,I,SI2,1672.0
0.5,Premium,E,VS1,1672.0
0.55,,D,VS2,1673.0
0.67,Ideal,F,SI2,1673.0
0.52,Good,E,VS2,1673.0
0.72,Good,,SI2,1674.0
0.53,Ideal,H,VVS2,1674.0
0.51,Ideal,D,VS2,1674.0
0.61,Very Good,G,VS2,1675.0
0.71,Very Good,J,VS2,1675.0
0.5,Premium,E,VS1,1675.0
0.5,Very Good,E,VS1,1675.0
0.5,Very Good,E,VS1,1675.0
0.5,Ideal,E,VS1,1675.0
0.7,Good,I,SI2,1675.0
0.5,Premium,E,VS1,1675.0
0.51,Ideal,E,VS2,1675.0
0.52,Ideal,G,SI1,1675.0
0.52,Ideal,G,SI1,1675.0
0.55,Ideal,E,SI1,1675.0
0.55,Very Good,F,VS2,1676.0
0.54,Very Good,E,VS1,1676.0
0.53,Ideal,E,VS2,1676.0
0.53,Ideal,E,VS2,1676.0
0.5,Ideal,E,VS2,1676.0
0.5,Premium,E,VS2,1676.0
,Premium,E,VS2,1676.0
0.5,Ideal,,VS2,1676.0
0.5,Ideal,E,VS2,1676.0
0.5,Premium,E,VS2,1676.0
0.5,Premium,E,VS2,1676.0
0.72,Premium,F,SI2,1676.0
0.76,Premium,G,SI2,1676.0
0.57,Premium,F,SI1,1676.0
0.52,Ideal,D,VS2,1677.0
0.56,Ideal,D,SI1,1677.0
0.51,Ideal,D,VS2,1678.0
0.5,Ideal,D,VS2,1678.0
0.51,Ideal,D,VS2,1678.0
0.53,Ideal,H,VS1,1678.0
0.53,Ideal,H,VS1,1678.0
0.53,Ideal,H,VS1,1678.0
0.5,Ideal,E,VS1,1678.0
0.5,Good,F,VVS2,1678.0
0.53,Very Good,E,VS2,1678.0
0.6,Very Good,H,VS1,1679.0
0.56,Very Good,F,SI1,1679.0
0.55,Ideal,F,VS2,1679.0
,Ideal,D,VS2,1679.0
0.5,Ideal,F,VS1,1679.0
0.5,Ideal,F,VS1,1679.0
0.52,Very Good,F,VS2,1680.0
0.58,Ideal,I,VVS1,1680.0
0.54,Ideal,F,,1680.0
0.54,Ideal,F,VS2,1680.0
0.51,Ideal,F,VS1,1680.0
0.57,Good,F,VS2,1680.0
0.54,Ideal,,VVS1,1681.0
0.61,Ideal,F,SI1,1681.0
1.0,,J,I1,1681.0
0.53,Very Good,D,VS2,1682.0
0.52,Very Good,E,VS1,1682.0
0.5,Very Good,D,VS2,1682.0
0.56,Ideal,G,VS1,1682.0
0.55,Ideal,,,1682.0
0.51,Ideal,E,SI1,1682.0
0.55,,F,VS1,1682.0
0.64,Premium,E,SI1,1682.0
0.52,,E,SI1,1682.0
0.58,Ideal,E,VS2,1683.0
0.58,Ideal,E,VS2,1683.0
0.43,Ideal,G,IF,1683.0
0.53,Ideal,F,VS2,1683.0
0.53,Ideal,D,SI1,1683.0
0.53,Ideal,D,SI1,1683.0
0.5,,D,VS2,1683.0
0.54,Ideal,E,VS2,1684.0
0.57,Ideal,F,VS2,1684.0
0.57,Ideal,D,SI1,1684.0
0.5,Ideal,H,VVS1,1684.0
0.59,Ideal,D,SI1,1684.0
0.54,Ideal,G,VS1,1684.0
0.56,Ideal,F,SI1,1685.0
0.54,Good,G,VS1,1685.0
0.56,Very Good,G,VS1,1686.0
0.55,Ideal,H,VS1,1686.0
,Fair,H,SI2,1687.0
0.51,Ideal,D,SI1,1687.0
,Ideal,H,VS2,1687.0
0.51,Ideal,F,VS2,1687.0
0.51,Ideal,F,VS2,1687.0
0.51,Premium,,VS2,1687.0
0.51,,F,VS2,1687.0
0.51,Ideal,F,VS2,1687.0
,Ideal,D,SI1,1687.0
0.51,Premium,D,SI1,1687.0
0.51,Premium,D,SI1,1687.0
0.51,Premium,D,SI1,1687.0
0.51,Premium,D,SI1,1687.0
0.51,Ideal,D,SI1,1687.0
0.51,Ideal,D,SI1,1687.0
0.51,Ideal,D,SI1,1687.0
0.51,Premium,D,SI1,1687.0
0.51,Premium,D,SI1,1687.0
0.51,Premium,D,SI1,1687.0
0.51,Ideal,D,SI1,1687.0
0.51,Ideal,,VS2,1687.0
0.56,Very Good,H,VS1,1688.0
0.5,Very Good,D,VS2,1688.0
,Good,F,VS1,1688.0
0.52,Ideal,E,VS2,1689.0
0.52,Good,G,VS1,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,Ideal,G,VS1,1689.0
,Ideal,E,VS2,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,Premium,G,VS1,1689.0
0.52,Premium,E,VS2,1689.0
0.52,Very Good,E,VS2,1689.0
0.52,Very Good,E,VS2,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,,G,VS1,1689.0
0.52,Very Good,G,VS1,1689.0
0.52,Premium,G,VS1,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,Very Good,G,,1689.0
0.52,Ideal,G,VS1,1689.0
0.52,Ideal,G,VS1,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,Ideal,G,VS1,1689.0
0.52,Ideal,G,VS1,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,Very Good,E,VS2,1689.0
0.52,Premium,G,VS1,1689.0
0.52,Very Good,E,VS2,1689.0
0.52,Ideal,E,VS2,1689.0
0.52,Ideal,H,VS2,1689.0
0.52,Ideal,D,VS2,1689.0
0.51,Ideal,G,VS1,1689.0
0.56,Ideal,I,IF,1689.0
0.53,Ideal,E,VS2,1690.0
0.5,Ideal,D,VS2,1690.0
0.5,Ideal,D,VS2,1690.0
0.58,Ideal,G,SI1,1690.0
0.5,Good,G,VVS2,1690.0
0.47,Good,E,VVS1,1690.0
0.71,Premium,J,SI1,1690.0
0.61,Ideal,D,SI2,1690.0
0.71,Fair,G,SI2,1691.0
0.54,Premium,F,VS2,1691.0
0.57,Ideal,G,VS2,1691.0
0.5,Ideal,F,VS2,1691.0
,Ideal,H,VS1,1691.0
0.52,Ideal,G,VS1,1691.0
0.51,Ideal,G,VS1,1691.0
0.56,Ideal,E,SI1,1691.0
0.69,Fair,G,SI2,1691.0
0.7,Fair,J,VVS1,1691.0
0.5,Very Good,F,VS1,1692.0
0.55,Very Good,D,SI1,1692.0
0.55,Ideal,F,VS2,1692.0
0.55,Ideal,F,VS2,1692.0
0.55,Ideal,F,VS2,1692.0
0.55,Premium,D,SI1,1692.0
0.55,Ideal,F,VS2,1692.0
0.55,Ideal,D,SI1,1692.0
0.61,Ideal,J,VVS1,1692.0
0.53,Ideal,G,VS1,1692.0
0.69,Fair,I,VS1,1692.0
0.53,Very Good,F,VS2,1693.0
0.32,Good,E,SI1,524.0
0.3,Very Good,,VVS2,525.0
0.28,Very Good,H,VVS1,525.0
0.25,Very Good,G,VVS1,525.0
0.25,Very Good,G,VVS1,525.0
0.25,Very Good,G,VVS1,525.0
0.25,Very Good,G,VVS1,525.0
0.25,Very Good,G,VVS1,525.0
0.25,Very Good,G,VVS1,525.0
0.23,Very Good,F,VVS1,525.0
0.25,Ideal,G,VVS2,525.0
0.25,Ideal,G,VVS2,525.0
0.25,Ideal,G,VVS2,525.0
0.25,Ideal,G,VVS2,525.0
0.25,Ideal,H,VVS1,525.0
0.25,Ideal,H,VVS1,525.0
0.29,Ideal,G,VS2,525.0
0.29,Ideal,G,VS2,525.0
0.38,Ideal,J,SI1,525.0
0.38,Ideal,J,SI1,525.0
0.38,Ideal,J,SI1,525.0
0.25,Ideal,H,IF,525.0
0.25,Premium,E,VS2,525.0
0.25,Very Good,E,VVS2,526.0
0.25,Very Good,,VVS1,526.0
0.3,Very Good,E,SI1,526.0
0.25,Very Good,F,IF,526.0
0.24,Ideal,F,VVS2,526.0
0.54,Premium,F,SI1,1693.0
0.5,Very Good,G,VS1,1694.0
0.59,Ideal,D,SI1,1694.0
0.59,Good,D,SI1,1694.0
0.52,Ideal,G,VS1,1694.0
,Ideal,G,VS1,1694.0
,,D,VS2,1694.0
0.52,,G,VS1,1694.0
0.52,Ideal,E,VS2,1694.0
0.52,Ideal,E,VS2,1694.0
0.52,Ideal,,VS2,1694.0
0.52,Ideal,E,VS2,1694.0
0.52,Ideal,E,,1694.0
0.52,Very Good,E,VS2,1694.0
0.52,Premium,E,VS2,1694.0
0.52,,E,,1694.0
0.56,Ideal,H,VS2,1694.0
0.52,Ideal,H,VVS1,1695.0
0.5,Ideal,E,VS2,1695.0
0.53,Ideal,G,VS1,1695.0
0.5,Ideal,F,VS1,1695.0
0.5,Ideal,F,VS1,1695.0
0.55,Good,E,VS2,1695.0
0.54,Ideal,H,VVS2,1696.0
0.54,Ideal,H,VVS2,1696.0
0.71,Premium,I,,1696.0
0.7,Fair,,SI2,1696.0
0.51,Very Good,F,VS1,1697.0
0.51,Very Good,E,VS1,1697.0
0.53,Ideal,F,VS1,1697.0
0.51,Ideal,E,VS1,1697.0
0.7,,H,SI2,1697.0
0.7,Fair,I,SI1,1697.0
,Very Good,G,VS1,1698.0
0.51,,H,SI1,1698.0
0.5,Premium,E,VS1,1698.0
0.59,Ideal,I,VVS1,1698.0
0.58,Ideal,E,VS2,1698.0
0.57,Ideal,E,VS2,1698.0
0.6,Ideal,D,SI1,1698.0
0.56,Ideal,,VVS1,1698.0
0.56,Premium,I,VVS1,1698.0
0.56,Ideal,I,VVS1,1698.0
0.56,Ideal,G,VS2,1698.0
0.56,Ideal,G,VS2,1698.0
0.56,Ideal,H,VS1,1698.0
0.56,Ideal,,,1698.0
0.56,Ideal,G,VS2,1698.0
0.56,Ideal,G,VS2,1698.0
0.56,Premium,G,VS2,1698.0
0.56,Premium,G,VS2,1698.0
0.56,Ideal,G,VS2,1698.0
0.56,Ideal,G,VS2,1698.0
0.56,Ideal,E,SI1,1698.0
0.56,Ideal,E,SI1,1698.0
0.56,Ideal,E,SI1,1698.0
,Ideal,E,SI1,1698.0
0.55,Ideal,F,VS2,1698.0
0.55,Premium,F,VS2,1698.0
0.55,Premium,D,SI1,1698.0
,Premium,E,SI1,1698.0
0.72,,H,SI2,1698.0
0.63,Ideal,F,SI1,1698.0
0.55,Premium,D,SI1,1698.0
0.55,Premium,E,SI1,1698.0
0.55,Premium,F,VS2,1698.0
0.7,Good,J,SI2,1699.0
0.7,Good,I,SI2,1699.0
0.56,Ideal,E,VS2,1699.0
0.52,Ideal,H,VS1,1699.0
0.52,Ideal,H,VS1,1699.0
0.5,Premium,E,VS2,1699.0
0.5,Premium,E,VS2,1699.0
0.73,,H,SI2,1699.0
0.62,Very Good,D,SI1,1700.0
0.55,Ideal,F,SI1,1700.0
0.5,Ideal,E,,1700.0
,Good,D,VS2,1701.0
0.52,Very Good,D,VS2,1701.0
0.52,Good,D,VS2,1701.0
0.52,Ideal,D,VS2,1701.0
0.5,Good,D,VS1,1701.0
0.58,Fair,G,VS1,1701.0
0.51,Ideal,H,VVS1,1702.0
0.55,Ideal,F,VS2,1702.0
0.7,Ideal,I,SI2,1702.0
0.5,Very Good,D,VS2,1703.0
0.53,Ideal,D,VS2,1704.0
0.61,Premium,E,VS2,1704.0
0.49,Fair,E,VVS2,1705.0
0.59,Ideal,G,VS2,1705.0
,Ideal,F,SI1,1705.0
0.96,Fair,H,I1,1705.0
0.96,Fair,H,I1,1705.0
0.61,Very Good,I,VS2,1706.0
0.56,Very Good,F,VS2,1706.0
0.51,Very Good,F,VS1,1706.0
0.5,Very Good,H,IF,1706.0
0.58,Ideal,F,VS2,1706.0
0.61,Ideal,,VS1,1706.0
0.61,Good,H,VS1,1706.0
0.53,Ideal,D,,1706.0
0.52,Ideal,F,VS1,1707.0
0.54,Very Good,E,VS2,1707.0
0.52,Ideal,D,VS1,1707.0
0.52,Premium,G,VVS2,1707.0
0.53,Ideal,E,VS2,1707.0
0.53,Ideal,E,VS2,1707.0
0.54,Very Good,I,IF,1708.0
0.56,Ideal,F,VS2,1708.0
0.52,Ideal,E,VS2,1708.0
0.51,Ideal,G,VS1,1708.0
0.51,Ideal,G,VS1,1708.0
0.51,Ideal,E,VS1,1708.0
0.56,Ideal,D,SI1,1708.0
0.67,,I,VS2,1708.0
0.5,Good,D,VS2,1708.0
0.66,Premium,E,SI1,1708.0
0.55,Premium,E,VS2,1708.0
0.68,Premium,,SI1,1708.0
0.64,,J,,1709.0
0.59,Very Good,I,VVS1,1709.0
0.54,Premium,E,VS2,1709.0
0.55,Ideal,F,VS2,1709.0
,Ideal,F,VS2,1709.0
0.54,Ideal,H,VS1,1709.0
0.51,Very Good,G,VS1,1709.0
0.51,Ideal,E,VS2,1709.0
0.51,Premium,E,VS2,1709.0
0.51,Premium,E,VS2,1709.0
0.62,Very Good,H,VS2,1709.0
0.51,Fair,E,VS2,1709.0
0.51,Premium,G,VS1,1709.0
0.5,Good,H,VVS1,1710.0
0.5,Premium,F,VS1,1710.0
0.5,Premium,F,VS1,1710.0
0.5,Premium,F,VS1,1710.0
0.5,Very Good,F,VS1,1710.0
0.5,Ideal,F,VS1,1710.0
0.5,Ideal,H,VVS1,1710.0
0.52,Good,F,VS1,1710.0
0.51,Ideal,F,VS2,1711.0
0.63,Ideal,G,SI1,1711.0
0.69,Ideal,G,SI2,1711.0
0.56,Very Good,F,VS1,1712.0
,Premium,F,,1712.0
0.59,Very Good,E,VS2,1712.0
0.52,Ideal,E,VS2,1712.0
0.56,Ideal,G,VS1,1712.0
0.66,Ideal,I,,1712.0
0.53,Ideal,H,IF,1712.0
0.56,Good,F,VS1,1712.0
0.56,Good,F,VS1,1712.0
0.56,Good,F,VS1,1712.0
0.55,Ideal,I,VVS1,1712.0
0.55,Ideal,I,VVS1,1712.0
0.55,Premium,I,VVS1,1712.0
0.5,Very Good,D,VS2,1712.0
0.5,Fair,G,VVS2,1712.0
0.71,Ideal,J,SI1,1713.0
0.61,Ideal,I,VVS1,1713.0
0.54,Ideal,E,VS2,1713.0
0.52,Ideal,E,,1713.0
0.5,Good,E,VS1,1714.0
0.55,Ideal,E,VS2,1715.0
0.55,Ideal,E,VS2,1715.0
0.55,Ideal,E,VS2,1715.0
0.7,Ideal,H,SI2,1715.0
0.56,Premium,F,SI2,1715.0
0.6,Very Good,F,SI1,1715.0
0.5,Very Good,G,VVS2,1715.0
0.5,Good,G,VVS2,1715.0
0.5,Good,G,VVS2,1715.0
0.5,Very Good,G,VVS2,1715.0
0.5,Good,G,VVS2,1715.0
0.5,Very Good,G,VVS2,1715.0
0.55,Ideal,H,VVS2,1715.0
0.71,Good,I,SI1,1715.0
0.6,Ideal,I,VVS1,1715.0
0.55,,F,VS2,1715.0
0.56,Ideal,H,VS1,1715.0
0.55,Good,E,VS2,1715.0
0.54,Premium,D,SI1,1715.0
0.54,Ideal,D,SI1,1715.0
0.5,Very Good,H,VVS1,1715.0
0.5,Premium,F,VS1,1715.0
0.7,,G,,1715.0
0.7,Very Good,G,SI2,1715.0
0.8,Fair,G,I1,1715.0
0.5,Premium,F,VS1,1715.0
0.7,Premium,I,SI2,1715.0
0.5,Very Good,D,VS1,1715.0
0.61,Premium,E,,1715.0
0.32,Fair,F,VS2,1715.0
0.71,Very Good,D,I1,1715.0
0.51,Ideal,D,,1716.0
0.51,Ideal,D,,1716.0
0.51,Very Good,D,VS2,1716.0
0.51,Premium,D,VS2,1716.0
0.5,Ideal,,VS1,1716.0
0.51,Premium,D,VS2,1716.0
0.51,Ideal,D,VS2,1716.0
0.51,Very Good,E,VS1,1717.0
0.51,Very Good,E,VS1,1717.0
0.71,Premium,G,,1717.0
0.59,Premium,G,VS2,1717.0
0.57,Ideal,D,VS2,1718.0
0.36,Ideal,D,VVS1,1718.0
0.59,Ideal,G,SI1,1718.0
,Ideal,F,SI1,1718.0
0.58,Ideal,G,VS2,1719.0
0.58,Ideal,G,VS2,1719.0
0.61,Premium,H,VS2,1719.0
0.52,Ideal,I,VS1,1720.0
0.54,Ideal,J,VVS2,1720.0
0.58,Very Good,D,SI1,1720.0
0.57,Ideal,H,,1720.0
0.52,Premium,F,VS2,1720.0
0.52,Ideal,F,VS2,1720.0
0.52,Premium,F,VS2,1720.0
0.52,Premium,F,VS2,1720.0
0.52,,D,SI1,1720.0
0.52,Ideal,D,SI1,1720.0
0.52,Ideal,D,SI1,1720.0
0.52,Premium,D,SI1,1720.0
0.52,Ideal,D,SI1,1720.0
0.52,Ideal,D,,1720.0
0.52,Ideal,D,SI1,1720.0
0.52,Ideal,D,SI1,1720.0
,Ideal,D,SI1,1720.0
0.78,Good,G,,1720.0
0.54,Ideal,E,SI1,1720.0
0.7,Fair,I,SI1,1720.0
0.52,Premium,D,SI1,1720.0
0.53,Premium,E,VS2,1721.0
0.53,Ideal,E,VS2,1721.0
0.53,Ideal,G,VS1,1721.0
0.53,Premium,G,VS1,1721.0
0.53,Ideal,E,VS2,1721.0
0.53,Ideal,E,VS2,1721.0
0.53,Ideal,E,VS2,1721.0
0.53,Ideal,G,VS1,1721.0
,Ideal,G,VS1,1721.0
0.53,,E,VS2,1721.0
0.53,Ideal,E,VS2,1721.0
0.53,Ideal,E,VS2,1721.0
0.53,Ideal,E,VS2,1721.0
,Ideal,G,VS1,1721.0
0.53,Ideal,E,VS2,1721.0
0.53,Premium,E,VS2,1721.0
0.53,Ideal,E,VS2,1721.0
0.53,Very Good,G,VS1,1721.0
0.53,Ideal,G,VS1,1721.0
0.61,Very Good,E,SI1,1721.0
0.52,Ideal,G,,1721.0
0.47,Ideal,E,VS1,1721.0
0.5,Ideal,G,VS2,1721.0
0.51,Very Good,,VS2,1722.0
0.53,Very Good,G,VS1,1722.0
0.51,Very Good,F,VS1,1722.0
0.42,Very Good,F,IF,1722.0
0.53,Ideal,D,VS2,1722.0
0.52,Ideal,G,VS1,1722.0
0.52,Ideal,G,VS1,1722.0
0.52,Ideal,G,VS1,1722.0
0.5,Very Good,,VVS2,1723.0
0.59,Very Good,F,VS2,1723.0
0.56,Very Good,H,VVS2,1723.0
0.56,Ideal,F,VS2,1723.0
0.56,Premium,D,SI1,1723.0
0.56,Ideal,D,SI1,1723.0
0.56,Ideal,D,SI1,1723.0
0.56,Ideal,F,VS2,1723.0
0.56,Very Good,D,SI1,1723.0
0.56,Premium,D,SI1,1723.0
0.56,Ideal,D,SI1,1723.0
0.56,Premium,D,SI1,1723.0
0.56,Ideal,D,SI1,1723.0
0.54,Ideal,H,VVS1,1723.0
0.56,Ideal,F,VS2,1723.0
0.56,Ideal,F,VS2,1723.0
0.56,Ideal,D,SI1,1723.0
0.56,Premium,D,SI1,1723.0
0.24,Ideal,F,VVS2,526.0
0.24,Ideal,E,VVS2,526.0
0.24,Ideal,D,VVS2,526.0
0.24,Ideal,F,VVS1,526.0
0.34,Ideal,H,SI1,526.0
0.24,Good,E,VVS1,526.0
0.35,Very Good,,SI1,526.0
0.32,Very Good,,SI1,526.0
0.3,Very Good,E,SI1,526.0
0.3,Good,G,VS2,526.0
0.3,Premium,H,VS1,526.0
0.3,Good,E,SI1,526.0
0.3,Premium,E,SI1,526.0
0.3,Very Good,G,VS2,526.0
0.3,Very Good,H,VS1,526.0
0.3,Very Good,H,VS1,526.0
0.3,Premium,,VS1,526.0
0.3,Ideal,H,,526.0
0.3,Premium,E,SI1,526.0
0.3,Good,E,SI1,526.0
0.3,,H,VS1,526.0
0.3,Good,H,VS1,526.0
0.3,Good,H,VS1,526.0
0.3,Ideal,H,VS1,526.0
0.3,Very Good,H,VS1,526.0
0.3,Premium,G,VS2,526.0
0.3,Good,H,VS1,526.0
0.3,Good,E,,526.0
0.3,Very Good,H,VS1,526.0
0.7,Fair,J,,1723.0
0.7,Fair,E,SI2,1723.0
0.5,Ideal,,VS1,1724.0
0.53,Very Good,,VVS2,1724.0
0.53,Very Good,D,SI1,1724.0
0.54,Ideal,G,VS1,1724.0
0.54,Ideal,F,VS1,1724.0
0.7,,I,SI2,1724.0
0.55,Very Good,E,VS2,1725.0
0.64,Very Good,F,SI1,1725.0
,Ideal,G,VS2,1725.0
0.54,Ideal,D,VS2,1725.0
,Ideal,H,VS2,1725.0
0.61,Very Good,,SI1,1726.0
0.57,Very Good,H,VVS2,1726.0
0.57,Very Good,H,VVS2,1726.0
0.54,Very Good,E,VS2,1726.0
0.54,Ideal,G,VS1,1726.0
0.52,Ideal,E,VS1,1726.0
0.53,Very Good,G,VS1,1727.0
0.53,Ideal,G,VS1,1727.0
0.53,Ideal,G,VS1,1727.0
0.53,Premium,E,VS2,1727.0
0.53,Premium,E,VS2,1727.0
0.53,Ideal,E,VS2,1727.0
0.53,Ideal,E,,1727.0
0.53,Good,E,VS2,1727.0
0.53,Ideal,E,VS2,1727.0
0.53,Very Good,G,VS1,1727.0
0.57,Ideal,E,VS2,1728.0
0.57,Ideal,E,VS2,1728.0
0.57,Ideal,E,VS2,1728.0
0.51,Ideal,F,VS1,1728.0
0.57,Ideal,G,VS2,1728.0
0.57,Ideal,,VVS1,1728.0
0.57,Premium,I,VVS1,1728.0
0.57,Ideal,G,VS2,1728.0
0.57,Ideal,G,VS2,1728.0
0.57,,G,VS2,1728.0
0.57,Premium,G,VS2,1728.0
0.57,,G,VS2,1728.0
0.57,Premium,G,,1728.0
0.57,,E,SI1,1728.0
0.57,Ideal,E,SI1,1728.0
0.57,Ideal,E,SI1,1728.0
0.57,Premium,E,SI1,1728.0
0.57,Good,H,VS1,1728.0
0.55,Premium,D,SI1,1728.0
0.5,Very Good,G,VVS2,1729.0
0.56,Ideal,D,SI1,1729.0
0.52,Ideal,H,SI1,1730.0
0.73,Premium,D,SI2,1730.0
0.53,Ideal,H,VS1,1731.0
0.5,,F,VS1,1731.0
0.5,,F,VS1,1731.0
0.57,Very Good,E,VS2,1732.0
0.51,Ideal,E,SI1,1732.0
0.51,Ideal,E,SI1,1732.0
0.52,Premium,I,VVS1,1733.0
0.51,Premium,,VS2,1733.0
0.51,Ideal,E,VS2,1733.0
0.46,Ideal,G,IF,1733.0
